congress,name,birth,position,party,state,death
21,"FOSTER, Thomas Flournoy",1790,Representative,Jacksonian,GA,1848
21,"FRELINGHUYSEN, Theodore",1787,Senator,Anti-Jacksonian,NJ,1862
21,"FRY, Joseph, Jr.",1781,Representative,Jacksonian,PA,1860
21,"GAITHER, Nathan",1788,Representative,Jacksonian,KY,1862
21,"GILMORE, John",1780,Representative,Jacksonian,PA,1845
21,"GOODENOW, John Milton",1782,Representative,Jacksonian,OH,1838
21,"GORDON, William Fitzhugh",1787,Representative,Jacksonian,VA,1858
21,"GORHAM, Benjamin",1775,Representative,Anti-Jacksonian,MA,1855
21,"GREEN, Innis",1776,Representative,Jacksonian,PA,1839
21,"GRENNELL, George, Jr.",1786,Representative,Anti-Jacksonian,MA,1877
21,"GRUNDY, Felix",1777,Senator,Jacksonian,TN,1840
21,"GURLEY, Henry Hosford",1788,Representative,Anti-Jacksonian,LA,1833
21,"HALL, Thomas H.",1773,Representative,Jacksonian,NC,1853
21,"HALSEY, Jehiel Howell",1788,Representative,Jacksonian,NY,1867
21,"HAMMONS, Joseph",1787,Representative,Jacksonian,NH,1836
21,"HARVEY, Jonathan",1780,Representative,Jacksonian,NH,1859
21,"HAWKINS, Joseph",1781,Representative,Anti-Jacksonian,NY,1832
21,"HAYNE, Robert Young",1791,Senator,Jacksonian,SC,1839
21,"HAYNES, Charles Eaton",1784,Representative,Jacksonian,GA,1841
21,"HEMPHILL, Joseph",1770,Representative,Jacksonian,PA,1842
21,"HENDRICKS, William",1782,Senator,Adams,IN,1850
21,"HINDS, Thomas",1780,Representative,Jacksonian,MS,1840
21,"HODGES, James Leonard",1790,Representative,Anti-Jacksonian,MA,1846
21,"HOFFMAN, Michael",1787,Representative,Jacksonian,NY,1848
21,"HOLLAND, Cornelius",1783,Representative,Jacksonian,ME,1870
21,"HOLMES, Gabriel",1769,Representative,Jacksonian,NC,1829
21,"HOLMES, John",1773,Senator,Adams Republican,ME,1843
21,"HOWARD, Benjamin Chew",1791,Representative,Jacksonian,MD,1872
21,"HUBBARD, Henry",1784,Representative,Jacksonian,NH,1857
21,"HUGHES, Thomas Hurst",1769,Representative,Anti-Jacksonian,NJ,1839
21,"HUNT, Jonathan",1787,Representative,Anti-Jacksonian,VT,1832
21,"HUNTINGTON, Jabez Williams",1788,Representative,Whig,CT,1847
21,"IHRIE, Peter, Jr.",1796,Representative,Jacksonian,PA,1871
21,"INGERSOLL, Ralph Isaacs",1789,Representative,Anti-Jacksonian,CT,1872
21,"INGHAM, Samuel Delucenna",1779,Representative,Jacksonian,PA,1860
21,"IREDELL, James",1788,Senator,Jacksonian,NC,1853
21,"IRVIN, William W.",1778c,Representative,Jacksonian,OH,1842
21,"IRWIN, Thomas",1785,Representative,Jacksonian,PA,1870
21,"ISACKS, Jacob C.",,Representative,Jacksonian,TN,
21,"JARVIS, Leonard",1781,Representative,Jacksonian,ME,1854
21,"JENNINGS, Jonathan",1784,Representative,Anti-Jacksonian,IN,1834
21,"JOHNS, Kensey, Jr.",1791,Representative,Anti-Jacksonian,DE,1857
21,"JOHNSON, Cave",1793,Representative,Jacksonian,TN,1866
21,"JOHNSON, Richard Mentor",1780,Representative,Democratic Republican,KY,1850
21,"JOHNSTON, Josiah Stoddard",1784,Senator,Anti-Jacksonian,LA,1833
21,"KANE, Elias Kent",1794,Senator,Jacksonian,IL,1835
21,"KENDALL, Joseph Gowing",1788,Representative,Anti-Jacksonian,MA,1847
21,"KENNON, William, Sr.",1793,Representative,Jacksonian,OH,1881
21,"KINCAID, John",1791,Representative,Jacksonian,KY,1873
21,"KING, Adam",1783,Representative,Jacksonian,PA,1835
21,"KING, Perkins",1784,Representative,Jacksonian,NY,1857
21,"KING, William Rufus de Vane",1786,Senator,Jacksonian,AL,1853
21,"KNIGHT, Nehemiah Rice",1780,Senator,Anti-Jacksonian,RI,1854
21,"LAMAR, Henry Graybill",1798,Representative,Jacksonian,GA,1861
21,"LEA, Pryor",1794,Representative,Jacksonian,TN,1879
21,"LEAVITT, Humphrey Howe",1796,Representative,Jacksonian,OH,1873
21,"LECOMPTE, Joseph",1797,Representative,Jacksonian,KY,1851
21,"LEIPER, George Gray",1786,Representative,Jacksonian,PA,1868
21,"LENT, James",1782,Representative,Jacksonian,NY,1833
21,"LETCHER, Robert Perkins",1788,Representative,Anti-Jacksonian,KY,1861
21,"LEWIS, Dixon Hall",1802,Representative,Democrat,AL,1848
21,"LIVINGSTON, Edward",1764,Senator,Jacksonian,LA,1836
21,"LOYALL, George",1789,Representative,Jacksonian,VA,1868
21,"LUMPKIN, Wilson",1783,Representative,,GA,1870
21,"LYON, Chittenden",1787,Representative,Jacksonian,KY,1842
21,"MAGEE, John",1794,Representative,Jacksonian,NY,1868
21,"MALLARY, Rollin Carolas",1784,Representative,Anti-Jacksonian,VT,1831
21,"MARKS, William",1778,Senator,Adams,PA,1858
21,"MARR, Alem",1787,Representative,Jacksonian,PA,1843
21,"MARTIN, William Dickinson",1789,Representative,Jacksonian,SC,1833
21,"MARTINDALE, Henry Clinton",1780,Representative,Anti-Jacksonian,NY,1860
21,"MAXWELL, Lewis",1790,Representative,Anti-Jacksonian,VA,1862
21,"MAXWELL, Thomas",1792,Representative,Jacksonian,NY,1864
21,"McCOY, William",,Representative,Jacksonian,VA,1864
21,"McCREERY, William",1786,Representative,Jacksonian,PA,1841
21,"McDUFFIE, George",1790,Representative,Democrat,SC,1851
21,"McINTIRE, Rufus",1784,Representative,Jacksonian,ME,1866
21,"McKINLEY, John",1780,Senator,Jacksonian,AL,1852
21,"McLANE, Louis",1786,Senator,Jacksonian,DE,1857
21,"McLEAN, John",1791,Senator,Jacksonian,IL,1830
21,"MERCER, Charles Fenton",1778,Representative,Anti-Jacksonian,VA,1858
21,"MILLER, Daniel H.",,Representative,Jacksonian,PA,1846
21,"MITCHELL, George Edward",1781,Representative,Jacksonian,MD,1832
21,"MONELL, Robert",1786,Representative,Jacksonian,NY,1860
21,"MUHLENBERG, Henry Augustus Philip",1782,Representative,Jacksonian,PA,1844
21,"NAUDAIN, Arnold",1790,Senator,Anti-Jacksonian,DE,1872
21,"NEWTON, Thomas, Jr.",1768,Representative,Anti-Jacksonian,VA,1847
21,"NOBLE, James",1785,Senator,Anti-Jacksonian,IN,1831
21,"NORTON, Ebenezer Foote",1774,Representative,Jacksonian,NY,1851
21,"NUCKOLLS, William Thompson",1801,Representative,Jacksonian,SC,1855
21,"OVERTON, Walter Hampden",1788,Representative,Jacksonian,LA,1845
21,"PATTON, John Mercer",1797,Representative,Jacksonian,VA,1858
21,"PEARCE, Dutee Jerauld",1789,Representative,Anti-Jacksonian,RI,1849
21,"PETTIS, Spencer Darwin",1802,Representative,Jacksonian,MO,1831
21,"PIERSON, Isaac",1770,Representative,Anti-Jacksonian,NJ,1833
21,"POINDEXTER, George",1779,Senator,Jacksonian,MS,1853
21,"POLK, James Knox",1795,Representative,Jacksonian,TN,1849
21,"POTTER, Robert",1800c,Representative,Jacksonian,NC,1842
21,"POWERS, Gershom",1789,Representative,Jacksonian,NY,1831
21,"RAMSEY, William",1779,Representative,Jacksonian,PA,1831
21,"RANDOLPH, James Fitz",1791,Representative,Anti-Jacksonian,NJ,1872
21,"REED, John",1781,Representative,Anti-Jacksonian,MA,1860
21,"REED, Thomas Buck",1787,Senator,Jacksonian,MS,1829
21,"RENCHER, Abraham",1798,Representative,Jacksonian,NC,1883
21,"RICHARDSON, Joseph",1778,Representative,Anti-Jacksonian,MA,1871
21,"RIPLEY, James Wheelock",1786,Representative,Jacksonian,ME,1835
21,"RIVES, William Cabell",1793,Representative,Jacksonian,VA,1868
21,"ROANE, John",1766,Representative,Jacksonian,VA,1838
21,"ROBBINS, Asher",1761,Senator,Anti-Jacksonian,RI,1845
21,"ROBINSON, John McCracken",1794,Senator,Jacksonian,IL,1843
21,"ROSE, Robert Selden",1774,Representative,Anti-Masonic,NY,1835
21,"ROWAN, John",1773,Senator,Jacksonian,KY,1843
21,"RUGGLES, Benjamin",1783,Senator,Anti-Jacksonian,OH,1857
21,"RUSSELL, William",1782,Representative,Jacksonian,OH,1845
21,"SANFORD, Jonah",1790,Representative,Jacksonian,NY,1867
21,"SANFORD, Nathan",1777,Senator,Anti-Jacksonian,NY,1838
21,"SCOTT, John",1784,Representative,Jacksonian,PA,1850
21,"SEMMES, Benedict Joseph",1789,Representative,Anti-Jacksonian,MD,1863
21,"SEVIER, Ambrose Hundley",1801,Delegate,Jacksonian,AR,1848
21,"SEYMOUR, Horatio",1778,Senator,Anti-Jacksonian,VT,1857
21,"SHEPARD, William Biddle",1799,Representative,Anti-Jacksonian,NC,1852
21,"SHEPPERD, Augustine Henry",1792,Representative,Jacksonian,NC,1864
21,"SHIELDS, James",1762,Representative,Jacksonian,OH,1831
21,"SILL, Thomas Hale",1783,Representative,Anti-Jacksonian,PA,1856
21,"SILSBEE, Nathaniel",1773,Senator,Adams,MA,1850
21,"SMITH, Samuel",1752,Senator,Jacksonian,MD,1839
21,"SMITH, Samuel A.",1795,Representative,Jacksonian,PA,1861
21,"SMITH, William",1762,Senator,Democratic Republican,SC,1840
21,"SMYTH, Alexander",1765,Representative,Jacksonian,VA,1830
21,"SPEIGHT, Jesse",1795,Representative,Democrat,NC,1847
21,"SPENCER, Ambrose",1765,Representative,Anti-Jacksonian,NY,1848
21,"SPENCER, Richard",1796,Representative,Jacksonian,MD,1868
21,"SPRAGUE, Peleg",1793,Senator,Anti-Jacksonian,ME,1880
21,"SPRIGG, Michael Cresap",1791,Representative,Jacksonian,MD,1845
21,"STANBERY, William",1788,Representative,Jacksonian,OH,1873
21,"STANDIFER, James Israel",1782,Representative,Jacksonian,TN,1837
21,"STEPHENS, Philander",1788,Representative,Jacksonian,PA,1842
21,"STERIGERE, John Benton",1793,Representative,Jacksonian,PA,1852
21,"STEVENSON, Andrew",1784,Speaker of the House,Jacksonian,US,1857
21,"STORRS, Henry Randolph",1787,Representative,Anti-Jacksonian,NY,1837
21,"STORRS, William Lucius",1795,Representative,Anti-Jacksonian,CT,1861
21,"STRONG, James",1783,Representative,Anti-Jacksonian,NY,1847
21,"SUTHERLAND, Joel Barlow",1792,Representative,Jacksonian,PA,1861
21,"SWAN, Samuel",1771,Representative,Anti-Jacksonian,NJ,1844
21,"SWIFT, Benjamin",1781,Representative,Whig,VT,1847
21,"TALIAFERRO, John",1768,Representative,Anti-Jacksonian,VA,1852
21,"TAYLOR, John W.",1784,Representative,Anti-Jacksonian,NY,1854
21,"TAZEWELL, Littleton Waller",1774,Senator,Jackson Republican,VA,1860
21,"TEST, John",1771,Representative,Anti-Jacksonian,IN,1849
21,"THOMPSON, Wiley",1781,Representative,Jacksonian,GA,1835
21,"THOMSON, John",1780,Representative,Jacksonian,OH,1852
21,"TRACY, Phineas Lyman",1786,Representative,Anti-Masonic,NY,1876
21,"TREZVANT, James",,Representative,Jacksonian,VA,1841
21,"TROUP, George Michael",1780,Senator,Jacksonian,GA,1856
21,"TUCKER, Starling",1770,Representative,Jacksonian,SC,1834
21,"TYLER, John",1790,Senator,Jacksonian,VA,1862
21,"VANCE, Joseph",1786,Representative,Anti-Jacksonian,OH,1852
21,"VARNUM, John",1778,Representative,,MA,1836
21,"VERPLANCK, Gulian Crommelin",1786,Representative,Jacksonian,NY,1870
21,"VINTON, Samuel Finley",1792,Representative,Whig,OH,1862
21,"WASHINGTON, George Corbin",1789,Representative,Anti-Jacksonian,MD,1854
21,"WAYNE, James Moore",1790,Representative,Jacksonian,GA,1867
21,"WEBSTER, Daniel",1782,Senator,Anti-Jacksonian,MA,1852
21,"WEEKS, John Wingate",1781,Representative,Jacksonian,NH,1853
21,"WHITE, Campbell Patrick",1787,Representative,Jacksonian,NY,1859
21,"WHITE, Edward Douglass",1795,Representative,Whig,LA,1847
21,"WHITE, Hugh Lawson",1773,Senator,Jacksonian,TN,1840
21,"WHITE, Joseph M.",1789,Delegate,,FL,1839
21,"WHITTLESEY, Elisha",1783,Representative,Whig,OH,1863
21,"WICKLIFFE, Charles Anderson",1788,Representative,Jacksonian,KY,1869
21,"WILDE, Richard Henry",1789,Representative,Jacksonian,GA,1847
21,"WILKINS, William",1779,Representative,Democrat,PA,1865
21,"WILLEY, Calvin",1776,Senator,Adams,CT,1858
21,"WILLIAMS, Lewis",1782,Representative,Anti-Jacksonian,NC,1842
21,"WILSON, Ephraim King",1771,Representative,Jacksonian,MD,1834
21,"WINGATE, Joseph Ferdinand",1786,Representative,,ME,
21,"WOLF, George",1777,Representative,Jackson Republican,PA,1840
21,"WOODBURY, Levi",1789,Senator,Jacksonian,NH,1851
21,"YANCEY, Joel",1773,Representative,Jacksonian,KY,1838
21,"YOUNG, Ebenezer",1783,Representative,,CT,1851
22,"ADAIR, John",1757,Representative,Jacksonian,KY,1840
22,"ADAMS, John Quincy",1767,Representative,Whig,MA,1848
22,"ALEXANDER, Mark",1792,Representative,Jacksonian,VA,1883
22,"ALLAN, Chilton",1786,Representative,Whig,KY,1858
22,"ALLEN, Heman (of Milton)",1777,Representative,Anti-Jacksonian,VT,1844
22,"ALLEN, Robert",1794,Representative,Jacksonian,VA,1859
22,"ALLISON, Robert",1777,Representative,Anti-Masonic,PA,1840
22,"ANDERSON, John",1792,Representative,Jacksonian,ME,1853
22,"ANGEL, William G.",1790,Representative,Jacksonian,NY,1858
22,"APPLETON, Nathan",1779,Representative,Anti-Jacksonian,MA,1861
22,"ARCHER, William Segar",1789,Representative,Whig,VA,1855
22,"ARMSTRONG, William",1782,Representative,Anti-Jacksonian,VA,1865
22,"ARNOLD, Thomas Dickens",1798,Representative,Anti-Jacksonian,TN,1870
22,"ASHLEY, William Henry",1778,Representative,Jacksonian,MO,1838
22,"BABCOCK, William",1785,Representative,Anti-Masonic,NY,1838
22,"BANKS, John",1793,Representative,Anti-Masonic,PA,1864
22,"BARBER, Noyes",1781,Representative,Anti-Jacksonian,CT,1844
22,"BARBOUR, John Strode",1790,Representative,Jacksonian,VA,1855
22,"BARNARD, Isaac Dutton",1791,Senator,Jacksonian,PA,1834
22,"BARNWELL, Robert Woodward",1801,Representative,Nullifier,SC,1882
22,"BARRINGER, Daniel Laurens",1788,Representative,Jacksonian,NC,1852
22,"BARSTOW, Gamaliel Henry",1784,Representative,Anti-Masonic,NY,1865
22,"BATES, Isaac Chapman",1779,Representative,Anti-Jacksonian,MA,1845
22,"BATES, James",1789,Representative,Jacksonian,ME,1882
22,"BEARDSLEY, Samuel",1790,Representative,Jacksonian,NY,1860
22,"BELL, John",1796,Representative,Jacksonian,TN,1869
22,"BELL, Samuel",1770,Senator,Anti-Jacksonian,NH,1850
22,"BENTON, Thomas Hart",1782,Senator,Jacksonian,MO,1858
22,"BERGEN, John Teunis",1786,Representative,Jacksonian,NY,1855
22,"BETHUNE, Lauchlin",1785,Representative,Jacksonian,NC,1874
22,"BIBB, George Mortimer",1776,Senator,Jacksonian,KY,1859
22,"BLACK, John",1800,Senator,Jacksonian,MS,1854
22,"BLAIR, James",1790c,Representative,Jacksonian,SC,1834
22,"BLAIR, John",1790,Representative,Jacksonian,TN,1863
22,"BOON, Ratliff",1781,Representative,Jacksonian,IN,1844
22,"BOUCK, Joseph",1788,Representative,Jacksonian,NY,1858
22,"BOULDIN, Thomas Tyler",1781,Representative,Jacksonian,VA,1834
22,"BRANCH, John",1782,Representative,Jacksonian,NC,1863
22,"BRIGGS, George Nixon",1796,Representative,Anti-Jacksonian,MA,1861
22,"BRODHEAD, John",1770,Representative,Jacksonian,NH,1838
22,"BRODHEAD, John Curtis",1780,Representative,Jacksonian,NY,1859
22,"BROWN, Bedford",1795,Senator,Jacksonian,NC,1870
22,"BUCHER, John Conrad",1792,Representative,Jacksonian,PA,1851
22,"BUCKNER, Alexander",1785,Senator,Jacksonian,MO,1833
22,"BULLARD, Henry Adams",1788,Representative,Anti-Jacksonian,LA,1851
22,"BURD, George",1793,Representative,Anti-Jacksonian,PA,1844
22,"BURGES, Tristam",1770,Representative,Anti-Jacksonian,RI,1853
22,"CAHOON, William",1774,Representative,Anti-Masonic,VT,1833
22,"CALHOUN, John Caldwell",1782,Senator,Nullifier,SC,1850
22,"CAMBRELENG, Churchill Caldom",1786,Representative,Jacksonian,NY,1862
22,"CARR, John",1793,Representative,Jacksonian,IN,1845
22,"CARSON, Samuel Price",1798,Representative,Jacksonian,NC,1838
22,"CHAMBERS, Ezekiel Forman",1788,Senator,Adams,MD,1867
22,"CHANDLER, Thomas",1772,Representative,Jacksonian,NH,1866
22,"CHINN, Joseph William",1798,Representative,Jacksonian,VA,1840
22,"CHOATE, Rufus",1799,Representative,Whig,MA,1859
22,"CLAIBORNE, Nathaniel Herbert",1777,Representative,Jacksonian,VA,1859
22,"CLAY, Clement Comer",1789,Representative,Democrat,AL,1866
22,"CLAY, Henry",1777,Senator,Anti-Jacksonian,KY,1852
22,"CLAYTON, Augustin Smith",1783,Representative,Jacksonian,GA,1839
22,"CLAYTON, John Middleton",1796,Senator,Anti-Jacksonian,DE,1856
22,"COKE, Richard, Jr.",1790,Representative,Jacksonian,VA,1851
22,"COLLIER, John Allen",1787,Representative,Anti-Masonic,NY,1873
22,"CONDICT, Lewis",1772,Representative,Anti-Jacksonian,NJ,1862
22,"CONDIT, Silas",1778,Representative,Anti-Jacksonian,NJ,1861
22,"CONNOR, Henry William",1793,Representative,Jacksonian,NC,1866
22,"COOKE, Bates",1787,Representative,Anti-Masonic,NY,1841
22,"COOKE, Eleutheros",1787,Representative,Anti-Jacksonian,OH,1864
22,"COOPER, Richard Matlack",1768,Representative,Anti-Jacksonian,NJ,1843
22,"CORWIN, Thomas",1794,Representative,Whig,OH,1865
22,"COULTER, Richard",1788,Representative,Jacksonian,PA,1852
22,"CRAIG, Robert",1792,Representative,Jacksonian,VA,1852
22,"CRANE, Joseph Halsey",1782,Representative,Anti-Jacksonian,OH,1851
22,"CRAWFORD, Thomas Hartley",1786,Representative,Jacksonian,PA,1863
22,"CREIGHTON, William, Jr.",1778,Representative,Anti-Jacksonian,OH,1851
22,"DALLAS, George Mifflin",1792,Senator,Jacksonian,PA,1864
22,"DANIEL, Henry",1786,Representative,Jacksonian,KY,1873
22,"DAVENPORT, Thomas",,Representative,Jacksonian,VA,1838
22,"DAVIS, John",1787,Representative,Whig,MA,1854
22,"DAVIS, Warren Ransom",1793,Representative,Nullifier,SC,1835
22,"DAYAN, Charles",1792,Representative,Jacksonian,NY,1877
22,"DEARBORN, Henry Alexander Scammell",1783,Representative,Anti-Jacksonian,MA,1851
22,"DENNY, Harmar",1794,Representative,Anti-Masonic,PA,1852
22,"DEWART, Lewis",1780,Representative,Jacksonian,PA,1852
22,"DICKERSON, Mahlon",1770,Senator,Jacksonian,NJ,1853
22,"DICKSON, John",1783,Representative,Anti-Masonic,NY,1852
22,"DODDRIDGE, Philip",1773,Representative,Anti-Jacksonian,VA,1832
22,"DOUBLEDAY, Ulysses Freeman",1792,Representative,Jacksonian,NY,1866
22,"DRAPER, Joseph",1794,Representative,Jacksonian,VA,1834
22,"DRAYTON, William",1776,Representative,Jacksonian,SC,1846
22,"DUDLEY, Charles Edward",1780,Senator,Jacksonian,NY,1841
22,"DUNCAN, Joseph",1794,Representative,Jacksonian,IL,1844
22,"ELLIS, Powhatan",1790,Senator,Jacksonian,MS,1863
22,"ELLSWORTH, William Wolcott",1791,Representative,Anti-Jacksonian,CT,1868
22,"EVANS, George",1797,Representative,Whig,ME,1867
22,"EVANS, Joshua, Jr.",1777,Representative,Jacksonian,PA,1846
22,"EVERETT, Edward",1794,Representative,Whig,MA,1865
22,"EVERETT, Horace",1779,Representative,Anti-Jacksonian,VT,1851
22,"EWING, Thomas",1789,Senator,Anti-Jacksonian,OH,1871
22,"FELDER, John Myers",1782,Representative,Jacksonian,SC,1851
22,"FINDLAY, James",1770,Representative,Jacksonian,OH,1835
22,"FITZGERALD, William",1799,Representative,Jacksonian,TN,1864
22,"FOOT, Samuel Augustus",1780,Senator,Anti-Jacksonian,CT,1846
22,"FORD, James",1783,Representative,Jacksonian,PA,1859
22,"FORSYTH, John",1780,Senator,Jacksonian,GA,1841
22,"FOSTER, Thomas Flournoy",1790,Representative,Jacksonian,GA,1848
22,"FRELINGHUYSEN, Theodore",1787,Senator,Anti-Jacksonian,NJ,1862
22,"GAITHER, Nathan",1788,Representative,Jacksonian,KY,1862
22,"GILMORE, John",1780,Representative,Jacksonian,PA,1845
22,"GORDON, William Fitzhugh",1787,Representative,Jacksonian,VA,1858
22,"GRENNELL, George, Jr.",1786,Representative,Anti-Jacksonian,MA,1877
22,"GRIFFIN, John King",1789,Representative,Nullifier,SC,1841
22,"GRUNDY, Felix",1777,Senator,Jacksonian,TN,1840
22,"HALL, Hiland",1795,Representative,Anti-Jacksonian,VT,1885
22,"HALL, Thomas H.",1773,Representative,Jacksonian,NC,1853
22,"HALL, William",1775,Representative,Jacksonian,TN,1856
22,"HAMMONS, Joseph",1787,Representative,Jacksonian,NH,1836
22,"HANNA, Robert",1786,Senator,Anti-Jacksonian,IN,1858
22,"HARPER, Joseph Morrill",1787,Representative,Jacksonian,NH,1865
22,"HAWES, Albert Gallatin",1804,Representative,Jacksonian,KY,1849
22,"HAWKINS, Micajah Thomas",1790,Representative,Jacksonian,NC,1858
22,"HAYNE, Robert Young",1791,Senator,Nullifier,SC,1839
22,"HENDRICKS, William",1782,Senator,Adams,IN,1850
22,"HIESTER, William",1790,Representative,Anti-Masonic,PA,1853
22,"HILL, Isaac",1789,Senator,Jacksonian,NH,1851
22,"HODGES, James Leonard",1790,Representative,Anti-Jacksonian,MA,1846
22,"HOFFMAN, Michael",1787,Representative,Jacksonian,NY,1848
22,"HOGAN, William",1792,Representative,Jacksonian,NY,1874
22,"HOLLAND, Cornelius",1783,Representative,Jacksonian,ME,1870
22,"HOLMES, John",1773,Senator,Adams Republican,ME,1843
22,"HORN, Henry",1786,Representative,Jacksonian,PA,1862
22,"HOWARD, Benjamin Chew",1791,Representative,Jacksonian,MD,1872
22,"HUBBARD, Henry",1784,Representative,Jacksonian,NH,1857
22,"HUGHES, Thomas Hurst",1769,Representative,Anti-Jacksonian,NJ,1839
22,"HUNT, Jonathan",1787,Representative,Anti-Jacksonian,VT,1832
22,"HUNTINGTON, Jabez Williams",1788,Representative,Whig,CT,1847
22,"IHRIE, Peter, Jr.",1796,Representative,Jacksonian,PA,1871
22,"INGERSOLL, Ralph Isaacs",1789,Representative,Anti-Jacksonian,CT,1872
22,"IRVIN, William W.",1778c,Representative,Jacksonian,OH,1842
22,"ISACKS, Jacob C.",,Representative,Jacksonian,TN,
22,"JARVIS, Leonard",1781,Representative,Jacksonian,ME,1854
22,"JENIFER, Daniel",1791,Representative,Anti-Jacksonian,MD,1855
22,"JEWETT, Freeborn Garrettson",1791,Representative,Jacksonian,NY,1858
22,"JOHNSON, Cave",1793,Representative,Jacksonian,TN,1866
22,"JOHNSON, Joseph",1785,Representative,Jacksonian,VA,1877
22,"JOHNSON, Richard Mentor",1780,Representative,Democratic Republican,KY,1850
22,"JOHNSTON, Charles Clement",1795,Representative,Jacksonian,VA,1832
22,"JOHNSTON, Josiah Stoddard",1784,Senator,Anti-Jacksonian,LA,1833
22,"KANE, Elias Kent",1794,Senator,Jacksonian,IL,1835
22,"KAVANAGH, Edward",1795,Representative,Jacksonian,ME,1844
22,"KENDALL, Joseph Gowing",1788,Representative,Anti-Jacksonian,MA,1847
